Starting preprocessing of the model file ...
S393  		 0
ww393 		 0.095966
ap394 		 775.542
c394  		 19.4255
S394  		 0
ww394 		 0.0969612
ap395 		 809.442
c395  		 20.1224
S395  		 0
ww395 		 0.0979478
ap396 		 844.441
c396  		 20.8415
S396  		 0
ww396 		 0.0989267
ap397 		 880.564
c397  		 21.5834
S397  		 0
ww397 		 0.0998987
ap398 		 917.833
c398  		 22.3485
S398  		 0
ww398 		 0.100865
ap399 		 956.274
c399  		 23.1374
S399  		 0
ww399 		 0.101825
ap400 		 995.91
c400  		 23.9506
S400  		 0
ww400 		 0.10278
ap401 		 2.01071
c401  		 5.12505
S401  		 0
ww401 		 0.0386476
ap402 		 2.01072
c402  		 5.12505
S402  		 0
ww402 		 0.0386189
ap403 		 2.01088
c403  		 5.12506
S403  		 0
ww403 		 0.0381881
ap404 		 2.01155
c404  		 5.12507
S404  		 0
ww404 		 0.0363213
ap405 		 2.01335
c405  		 5.12512
S405  		 0
ww405 		 0.0312953
ap406 		 2.01716
c406  		 5.12522
S406  		 0
ww406 		 0.0206977
ap407 		 2.02407
c407  		 5.1254
S407  		 0
ww407 		 0.00142679
ap408 		 2.03547
c408  		 5.1257
S408  		 0
ww408 		 0.973723
ap409 		 2.05294
c409  		 5.12616
S409  		 0
ww409 		 0.931519
ap410 		 2.07836
c410  		 5.12683
S410  		 0
ww410 		 0.870142
ap411 		 2.11381
c411  		 5.12776
S411  		 0
ww411 		 0.784513
ap412 		 2.16166
c412  		 5.12902
S412  		 0
ww412 		 0.668955
ap413 		 2.2245
c413  		 5.13067
S413  		 0
ww413 		 0.517193
ap414 		 2.30518
c414  		 5.13279
S414  		 0
ww414 		 0.322356
ap415 		 2.40678
c415  		 5.13546
S415  		 6.063e-09
ww415 		 0.0769728
ap416 		 2.53266
c416  		 5.13877
S416  		 3.13249e-07
ww416 		 0.801901
ap417 		 2.6864
c417  		 5.1428
S417  		 6.87813e-07
ww417 		 0.477929
ap418 		 2.87184
c418  		 5.14767
S418  		 1.05976e-06
ww418 		 0.0871692
ap419 		 3.09306
c419  		 5.15346
S419  		 1.90075e-06
ww419 		 0.667328
ap420 		 3.3544
c420  		 5.16029
S420  		 4.09199e-06
ww420 		 0.183949
ap421 		 3.66045
c421  		 5.16827
S421  		 4.36144e-06
ww421 		 0.662771
ap422 		 4.01603
c422  		 5.17754
S422  		 5.34054e-06
ww422 		 0.0823572
ap423 		 4.42623
c423  		 5.1882
S423  		 6.78886e-06
ww423 		 0.479175
ap424 		 4.89637
c424  		 5.20039
S424  		 1.14276e-05
ww424 		 0.820485
ap425 		 5.43204
c425  		 5.21426
S425  		 1.66579e-05
ww425 		 0.129481
ap426 		 6.03906
c426  		 5.22991
S426  		 2.04599e-05
ww426 		 0.415144
ap427 		 6.72352
c427  		 5.24752
S427  		 2.74825e-05
ww427 		 0.663133
ap428 		 7.49173
c428  		 5.26722
S428  		 3.91167e-05
ww428 		 0.879557
ap429 		 8.35029
c429  		 5.28916
S429  		 4.61803e-05
ww429 		 0.076659
ap430 		 9.30603
c430  		 5.31348
S430  		 6.50534e-05
ww430 		 0.260632
ap431 		 10.366
c431  		 5.34036
S431  		 8.41817e-05
ww431 		 0.422374
ap432 		 11.5376
c432  		 5.36995
S432  		 0.000105668
ww432 		 0.565176
ap433 		 12.8283
c433  		 5.40242
S433  		 0.000132536
ww433 		 0.691759
ap434 		 14.2461
c434  		 5.43793
S434  		 0.000164021
ww434 		 0.804388
ap435 		 15.7989
c435  		 5.47663
S435  		 0.000201348
ww435 		 0.904952
ap436 		 17.4952
c436  		 5.51871
S436  		 0.000244931
ww436 		 0.995041
ap437 		 19.3435
c437  		 5.56432
S437  		 0.000321393
ww437 		 0.0824169
ap438 		 21.3526
c438  		 5.61366
S438  		 0.000392929
ww438 		 0.161211
ap439 		 23.5317
c439  		 5.66692
S439  		 0.00047415
ww439 		 0.232126
ap440 		 25.89
c440  		 5.72427
S440  		 0.000567012
ww440 		 0.296127
ap441 		 28.4373
c441  		 5.7859
S441  		 0.000671853
ww441 		 0.354038
ap442 		 31.1832
c442  		 5.852
S442  		 0.000788592
ww442 		 0.40657
ap443 		 34.1379
c443  		 5.92276
S443  		 0.000916607
ww443 		 0.454335
ap444 		 37.3118
c444  		 5.99838
S444  		 0.00105462
ww444 		 0.497862
ap445 		 40.7154
c445  		 6.07905
S445  		 0.00120058
ww445 		 0.537612
ap446 		 44.3595
c446  		 6.16498
S446  		 0.00135168
ww446 		 0.573987
ap447 		 48.2554
c447  		 6.25637
S447  		 0.00150437
ww447 		 0.607337
ap448 		 52.4143
c448  		 6.35343
S448  		 0.00165465
ww448 		 0.637969
ap449 		 56.8478
c449  		 6.45637
S449  		 0.00179852
ww449 		 0.666156
ap450 		 61.5678
c450  		 6.56541
S450  		 0.00194552
ww450 		 0.692136
ap451 		 66.5863
c451  		 6.68078
S451  		 0.00207896
ww451 		 0.716121
ap452 		 71.9157
c452  		 6.80269
S452  		 0.00218706
ww452 		 0.7383
ap453 		 77.5687
c453  		 6.93139
S453  		 0.00228675
ww453 		 0.75884
ap454 		 83.5579
c454  		 7.06711
S454  		 0.00237618
ww454 		 0.777889
ap455 		 89.8966
c455  		 7.2101
S455  		 0.00245327
ww455 		 0.795582
ap456 		 96.598
c456  		 7.36061
S456  		 0.00251584
ww456 		 0.812036
ap457 		 103.676
c457  		 7.51888
S457  		 0.00256162
ww457 		 0.82736
ap458 		 111.144
c458  		 7.68517
S458  		 0.00258835
ww458 		 0.84165
ap459 		 119.016
c459  		 7.85975
S459  		 0.00259388
ww459 		 0.854991
ap460 		 127.307
c460  		 8.04288
S460  		 0.00257624
ww460 		 0.867462
ap461 		 136.031
c461  		 8.23484
S461  		 0.00253379
ww461 		 0.879135
ap462 		 145.203
c462  		 8.43592
S462  		 0.0024653
ww462 		 0.890073
ap463 		 154.838
c463  		 8.64639
S463  		 0.00237017
ww463 		 0.900334
ap464 		 164.951
c464  		 8.86656
S464  		 0.00224848
ww464 		 0.909972
ap465 		 175.559
c465  		 9.09671
S465  		 0.00210124
ww465 		 0.919035
ap466 		 186.676
c466  		 9.33716
S466  		 0.00193045
ww466 		 0.927567
ap467 		 198.319
c467  		 9.58822
S467  		 0.00173923
ww467 		 0.935607
ap468 		 210.505
c468  		 9.8502
S468  		 0.00153193
ww468 		 0.943193
ap469 		 223.249
c469  		 10.1234
S469  		 0.00131404
ww469 		 0.950358
ap470 		 236.569
c470  		 10.4082
S470  		 0.0010922
ww470 		 0.957133
ap471 		 250.481
c471  		 10.7049
S471  		 0.000873875
ww471 		 0.963547
ap472 		 265.003
c472  		 11.0139
S472  		 0.000667076
ww472 		 0.969625
ap473 		 280.153
c473  		 11.3355
S473  		 0.000479752
ww473 		 0.97539
ap474 		 295.948
c474  		 11.67
S474  		 0.000319092
ww474 		 0.980866
ap475 		 312.406
c475  		 12.0179
S475  		 0.000190629
ww475 		 0.986072
ap476 		 329.546
c476  		 12.3794
S476  		 9.72533e-05
ww476 		 0.991027
ap477 		 347.386
c477  		 12.755
S477  		 3.83654e-05
ww477 		 0.995749
ap478 		 365.945
c478  		 13.1451
S478  		 8.57727e-06
ww478 		 0.000261893
ap479 		 385.243
c479  		 13.5499
S479  		 0
ww479 		 0.00472731
ap480 		 405.297
c480  		 13.9699
S480  		 0
ww480 		 0.00899177
ap481 		 426.128
c481  		 14.4055
S481  		 0
ww481 		 0.0130688
ap482 		 447.756
c482  		 14.8571
S482  		 0
ww482 		 0.0169708
ap483 		 470.201
c483  		 15.3252
S483  		 0
ww483 		 0.0207093
ap484 		 493.483
c484  		 15.8101
S484  		 0
ww484 		 0.0242951
ap485 		 517.622
c485  		 16.3123
S485  		 0
ww485 		 0.0277381
ap486 		 542.639
c486  		 16.8321
S486  		 0
ww486 		 0.0310473
ap487 		 568.556
c487  		 17.3701
S487  		 0
ww487 		 0.0342315
ap488 		 595.393
c488  		 17.9266
S488  		 0
ww488 		 0.0372984
ap489 		 623.172
c489  		 18.502
S489  		 0
ww489 		 0.0402555
ap490 		 651.915
c490  		 19.097
S490  		 0
ww490 		 0.0431095
ap491 		 681.644
c491  		 19.7118
S491  		 0
ww491 		 0.0458669
ap492 		 712.381
c492  		 20.3469
S492  		 0
ww492 		 0.0485336
ap493 		 744.149
c493  		 21.0029
S493  		 0
ww493 		 0.051115
ap494 		 776.97
c494  		 21.6802
S494  		 0
ww494 		 0.0536164
ap495 		 810.868
c495  		 22.3792
S495  		 0
ww495 		 0.0560425
ap496 		 845.865
c496  		 23.1004
S496  		 0
ww496 		 0.0583978
ap497 		 881.986
c497  		 23.8443
S497  		 0
ww497 		 0.0606864
ap498 		 919.254
c498  		 24.6115
S498  		 0
ww498 		 0.0629122
ap499 		 957.692
c499  		 25.4023
S499  		 0
ww499 		 0.0650789
ap500 		 997.326
c500  		 26.2174
S500  		 0
ww500 		 0.0671899
l1    		 1
l2    		 1
l3    		 1
l4    		 1
l5    		 1

MODEL SUMMARY

  Number of variables:         2030
  Number of stochastic shocks: 1
  Number of state variables:   977
  Number of jumpers:           832
  Number of static variables:  568


MATRIX OF COVARIANCE OF EXOGENOUS SHOCKS
Variables         eps
eps          0.000010

POLICY AND TRANSITION FUNCTIONS
                                  ut              Zt            GDPt              Ct             Cbt             Cmt             Ctt              Kt              It              Wt              rt              wt               u               Z             GDP               C              Cb              Cm             Ctp               K               I               W               r               w            c500
Constant                           0               0               0               0               0               0               0               0               0               0               0               0               0        1.000000        3.375289        2.641670        0.447176        3.968934        6.727131       29.344743        0.733619       10.705214        0.016408        2.160189       26.217399
u(-1)                      95.000000       95.000000       95.000000       34.809494       86.545365       33.849776       22.991809               0      311.738588       46.586693        3.933736       95.000000        0.950000        0.950000        3.206524        0.919552        0.387010        1.343475        1.546689               0        2.286972        0.465867        0.039337        2.052179        3.036162
S2(-1)                             0               0               0        0.082259     -269.006902        0.122310        0.177196               0       -0.296206      907.552443               0               0               0               0               0        0.002173       -1.202934        0.004854        0.011920               0       -0.002173        9.075524               0               0        0.023806
S3(-1)                             0               0               0        0.082259     -269.006902        0.122310        0.177196               0       -0.296206      907.552443               0               0               0               0               0        0.002173       -1.202934        0.004854        0.011920               0       -0.002173        9.075524               0               0        0.023806
S4(-1)                             0               0               0        0.082259     -269.006902        0.122310        0.177196               0       -0.296206      907.552443               0               0               0               0               0        0.002173       -1.202934        0.004854        0.011920               0       -0.002173        9.075524               0               0        0.023806
S5(-1)                             0               0               0        0.082259     -269.006902        0.122310        0.177196               0       -0.296206      907.552443               0               0               0               0               0        0.002173       -1.202934        0.004854        0.011920               0       -0.002173        9.075524               0               0        0.023806
ap6(-1)                            0               0        0.000166        0.005216               0        0.000002       -0.000004        0.000461       -0.018019        0.034822       -0.000012        0.000166               0               0        0.000006        0.000138               0               0               0        0.000135       -0.000132        0.000348               0        0.000004       -0.000002
S6(-1)                             0               0        0.000673        0.103409     1788.020237        0.122319        0.177181        0.001871       -0.369266      907.693679       -0.000050        0.000673               0               0        0.000023        0.002732        7.995593        0.004855        0.011919        0.000549       -0.002709        9.076937               0        0.000015        0.023797
ap7(-1)                            0               0        0.000211        0.005683      -79.960609        0.000002       -0.000003        0.000585       -0.019496        0.037585       -0.000016        0.000211               0               0        0.000007        0.000150       -0.357564               0               0        0.000172       -0.000143        0.000376               0        0.000005       -0.000003
S7(-1)                             0               0        0.005104        0.234422     1091.881977        0.122376        0.177097        0.014178       -0.820640      908.563673       -0.000376        0.005104               0               0        0.000172        0.006193        4.882632        0.004857        0.011914        0.004161       -0.006020        9.085637       -0.000004        0.000110        0.023737
ap8(-1)                            0               0        0.000264        0.004094        0.000116        0.000002        0.000001        0.000734       -0.013525        0.026769       -0.000019        0.000264               0               0        0.000009        0.000108               0               0               0        0.000216       -0.000099        0.000268               0        0.000006       -0.000003
S8(-1)                             0               0        0.013920        0.403979       -0.006652        0.122455        0.177078        0.038668       -1.390633      909.678131       -0.001025        0.013920               0               0        0.000470        0.010672       -0.000030        0.004860        0.011912        0.011347       -0.010202        9.096781       -0.000010        0.000301        0.023635
ap9(-1)                            0               0        0.000283        0.003445        0.000150        0.000005        0.000006        0.000786       -0.011104        0.022257       -0.000021        0.000283               0               0        0.000010        0.000091               0               0               0        0.000231       -0.000081        0.000223               0        0.000006       -0.000003
S9(-1)                             0               0        0.029486        0.602251        0.001379        0.122715        0.177343        0.081906       -2.032967      910.962278       -0.002171        0.029486               0               0        0.000995        0.015909        0.000006        0.004870        0.011930        0.024035       -0.014914        9.109623       -0.000022        0.000637        0.023487
ap10(-1)                           0               0        0.000295        0.002177        0.000199        0.000017        0.000018        0.000818       -0.006482        0.013570       -0.000022        0.000295               0               0        0.000010        0.000057               0               0        0.000001        0.000240       -0.000048        0.000136               0        0.000006       -0.000001
S10(-1)                            0               0        0.054102        0.831108        0.016579        0.123596        0.178316        0.150284       -2.743800      912.417021       -0.003983        0.054102               0               0        0.001826        0.021955        0.000074        0.004905        0.011996        0.044100       -0.020129        9.124170       -0.000040        0.001169        0.023311
ap11(-1)                           0               0        0.000320        0.001927        0.000232        0.000027        0.000028        0.000890       -0.005464        0.011731       -0.000024        0.000320               0               0        0.000011        0.000051        0.000001        0.000001        0.000002        0.000261       -0.000040        0.000117               0        0.000007               0
S11(-1)                            0               0        0.090453        1.090553        0.041509        0.125845        0.180696        0.251259       -3.510783      914.028706       -0.006659        0.090454               0               0        0.003053        0.028809        0.000186        0.004995        0.012156        0.073731       -0.025756        9.140287       -0.000067        0.001954        0.023150
ap12(-1)                           0               0        0.000345        0.001739        0.000262        0.000039        0.000039        0.000958       -0.004677        0.010302       -0.000025        0.000345               0               0        0.000012        0.000046        0.000001        0.000002        0.000003        0.000281       -0.000034        0.000103               0        0.000007               0
S12(-1)                            0               0        0.141442        1.383898        0.078918        0.130534        0.185446        0.392895       -4.332488      915.803397       -0.010412        0.141443               0               0        0.004774        0.036558        0.000353        0.005181        0.012475        0.115294       -0.031784        9.158034       -0.000104        0.003055        0.023075
ap13(-1)                           0               0        0.000367        0.001592        0.000290        0.000054        0.000052        0.001019       -0.004044        0.009136       -0.000027        0.000367               0               0        0.000012        0.000042        0.000001        0.000002        0.000003        0.000299       -0.000030        0.000091               0        0.000008        0.000001
S13(-1)                            0               0        0.210287        1.714761        0.131925        0.139118        0.193861        0.584132       -5.207135      917.744678       -0.015480        0.210288               0               0        0.007098        0.045298        0.000590        0.005521        0.013041        0.171412       -0.038201        9.177447       -0.000155        0.004543        0.023184
ap14(-1)                           0               0        0.000386        0.001472        0.000314        0.000069        0.000066        0.001074       -0.003521        0.008152       -0.000028        0.000386               0               0        0.000013        0.000039        0.000001        0.000003        0.000004        0.000315       -0.000026        0.000082               0        0.000008        0.000003
S14(-1)                            0               0        0.300519        2.087260        0.204010        0.153484        0.207598        0.834775       -6.133314      919.855477       -0.022122        0.300520               0               0        0.010143        0.055139        0.000912        0.006092        0.013965        0.244963       -0.044995        9.198555       -0.000221        0.006492        0.023615
ap15(-1)                           0               0        0.000403        0.001371        0.000336        0.000086        0.000080        0.001119       -0.003083        0.007302       -0.000030        0.000403               0               0        0.000014        0.000036        0.000002        0.000003        0.000005        0.000328       -0.000023        0.000073               0        0.000009        0.000004
S15(-1)                            0               0        0.415977        2.506114        0.299016        0.175989        0.228716        1.155492       -7.110350      922.138472       -0.030622        0.415978               0               0        0.014040        0.066203        0.001337        0.006985        0.015386        0.339076       -0.052163        9.221385       -0.000306        0.008986        0.024542
ap16(-1)                           0               0        0.000416        0.001285        0.000355        0.000104        0.000096        0.001157       -0.002713        0.006558       -0.000031        0.000416               0               0        0.000014        0.000034        0.000002        0.000004        0.000006        0.000339       -0.000020        0.000066               0        0.000009        0.000005
S16(-1)                            0               0        0.560810        2.976708        0.421142        0.209495        0.259696        1.557806       -8.138541      924.596324       -0.041283        0.560812               0               0        0.018929        0.078635        0.001883        0.008315        0.017470        0.457134       -0.059706        9.245963       -0.000413        0.012115        0.026181
ap17(-1)                           0               0        0.000427        0.001212        0.000371        0.000122        0.000111        0.001186       -0.002400        0.005907       -0.000031        0.000427               0               0        0.000014        0.000032        0.000002        0.000005        0.000007        0.000348       -0.000018        0.000059               0        0.000009        0.000007
S17(-1)                            0               0        0.739475        3.505129        0.574939        0.257381        0.303462        2.054098       -9.219303      927.231811       -0.054436        0.739478               0               0        0.024959        0.092594        0.002571        0.010215        0.020414        0.602770       -0.067635        9.272318       -0.000544        0.015974        0.028792
ap18(-1)                           0               0        0.000436        0.001152        0.000385        0.000140        0.000126        0.001211       -0.002141        0.005344       -0.000032        0.000436               0               0        0.000015        0.000030        0.000002        0.000006        0.000008        0.000355       -0.000016        0.000053               0        0.000009        0.000008
S18(-1)                            0               0        0.956737        4.098193        0.765302        0.323566        0.363387        2.657602      -10.355259      930.047907       -0.070429        0.956740               0               0        0.032293        0.108261        0.003422        0.012842        0.024446        0.779866       -0.075968        9.300479       -0.000704        0.020667        0.032680
ap19(-1)                           0               0        0.000447        0.001110        0.000400        0.000159        0.000142        0.001242       -0.001940        0.004893       -0.000033        0.000447               0               0        0.000015        0.000029        0.000002        0.000006        0.000010        0.000364       -0.000014        0.000049               0        0.000010        0.000010
S19(-1)                            0               0        1.217665        4.763449        0.997460        0.412504        0.443301        3.382404      -11.550266      933.047817       -0.089637        1.217670               0               0        0.041100        0.125835        0.004460        0.016372        0.029821        0.992558       -0.084735        9.330478       -0.000896        0.026304        0.038193
ap20(-1)                           0               0        0.000463        0.001090        0.000419        0.000180        0.000161        0.001285       -0.001795        0.004555       -0.000034        0.000463               0               0        0.000016        0.000029        0.000002        0.000007        0.000011        0.000377       -0.000013        0.000046               0        0.000010        0.000012
S20(-1)                            0               0        1.527639        5.509184        1.276969        0.529186        0.547484        4.243442      -12.809414      936.234996       -0.112456        1.527645               0               0        0.051562        0.145534        0.005710        0.021003        0.036830        1.245227       -0.093972        9.362350       -0.001125        0.033000        0.045727
ap21(-1)                           0               0        0.000480        0.001080        0.000439        0.000203        0.000180        0.001332       -0.001681        0.004275       -0.000035        0.000480               0               0        0.000016        0.000029        0.000002        0.000008        0.000012        0.000391       -0.000012        0.000043               0        0.000010        0.000014
S21(-1)                            0               0        1.892343        6.344404        1.609699        0.679122        0.680658        5.256508      -14.138979      939.613151       -0.139303        1.892349               0               0        0.063872        0.167598        0.007198        0.026954        0.045789        1.542509       -0.103726        9.396132       -0.001393        0.040878        0.055719
ap22(-1)                           0               0        0.000496        0.001074        0.000458        0.000226        0.000200        0.001377       -0.001586        0.004022       -0.000036        0.000496               0               0        0.000017        0.000028        0.000002        0.000009        0.000013        0.000404       -0.000012        0.000040               0        0.000011        0.000016
S22(-1)                            0               0        2.317767        7.278816        2.001831        0.868328        0.847969        6.438241      -15.546361      943.186236       -0.170620        2.317775               0               0        0.078231        0.192282        0.008952        0.034463        0.057044        1.889285       -0.114051        9.431862       -0.001706        0.050068        0.068648
ap23(-1)                           0               0        0.000510        0.001070        0.000476        0.000249        0.000219        0.001418       -0.001505        0.003792       -0.000038        0.000510               0               0        0.000017        0.000028        0.000002        0.000010        0.000015        0.000416       -0.000011        0.000038               0        0.000011        0.000017
S23(-1)                            0               0        2.810207        8.322811        2.459845        1.103300        1.054972        7.806132      -17.039996      946.958431       -0.206871        2.810217               0               0        0.094853        0.219861        0.011000        0.043789        0.070969        2.290689       -0.125009        9.469584       -0.002069        0.060706        0.085036
ap24(-1)                           0               0        0.000524        0.001068        0.000492        0.000271        0.000238        0.001455       -0.001436        0.003578       -0.000039        0.000524               0               0        0.000018        0.000028        0.000002        0.000011        0.000016        0.000427       -0.000011        0.000036               0        0.000011        0.000019
S24(-1)                            0               0        3.376267        9.487428        2.990515        1.390989        1.307611        9.378520      -18.629270      950.934136       -0.248541        3.376279               0               0        0.113959        0.250627        0.013373        0.055207        0.087965        2.752103       -0.136668        9.509341       -0.002485        0.072934        0.105439
ap25(-1)                           0               0        0.000535        0.001066        0.000507        0.000293        0.000256        0.001487       -0.001376        0.003380       -0.000039        0.000535               0               0        0.000018        0.000028        0.000002        0.000012        0.000017        0.000436       -0.000010        0.000034               0        0.000012        0.000021
S25(-1)                            0               0        4.022854       10.784340        3.600904        1.738773        1.612192       11.174594      -20.324423      955.117952       -0.296138        4.022868               0               0        0.135783        0.284887        0.016102        0.069011        0.108454        3.279156       -0.149104        9.551180       -0.002961        0.086902        0.130453
ap26(-1)                           0               0        0.000545        0.001064        0.000519        0.000313        0.000273        0.001515       -0.001323        0.003193       -0.000040        0.000545               0               0        0.000018        0.000028        0.000002        0.000012        0.000018        0.000445       -0.000010        0.000032               0        0.000012        0.000023
S26(-1)                            0               0        4.757181       12.225818        4.298359        2.154434        1.975367       13.214391      -22.136460      959.514671       -0.350195        4.757197               0               0        0.160569        0.322966        0.019221        0.085508        0.132886        3.877729       -0.162397        9.595147       -0.003502        0.102764        0.160702
ap27(-1)                           0               0        0.000554        0.001062        0.000529        0.000332        0.000289        0.001538       -0.001276        0.003016       -0.000041        0.000554               0               0        0.000019        0.000028        0.000002        0.000013        0.000019        0.000451       -0.000009        0.000030               0        0.000012        0.000024
S27(-1)                            0               0        5.586766       13.824713        5.090509        2.646121        2.404106       15.518794      -24.077064      964.129265       -0.411264        5.586785               0               0        0.188569        0.365203        0.022764        0.105023        0.161727        4.553950       -0.176634        9.641293       -0.004113        0.120685        0.196846
ap28(-1)                           0               0        0.000559        0.001057        0.000537        0.000349        0.000304        0.001554       -0.001233        0.002848       -0.000041        0.000559               0               0        0.000019        0.000028        0.000002        0.000014        0.000020        0.000456       -0.000009        0.000028               0        0.000012        0.000026
S28(-1)                            0               0        6.519433       15.594433        5.985268        3.222332        2.905683       18.109535      -26.158525      968.966886       -0.479922        6.519455               0               0        0.220050        0.411953        0.026765        0.127892        0.195469        5.314197       -0.191904        9.689669       -0.004799        0.140833        0.239569
ap29(-1)                           0               0        0.000563        0.001051        0.000543        0.000365        0.000317        0.001565       -0.001194        0.002687       -0.000041        0.000563               0               0        0.000019        0.000028        0.000002        0.000014        0.000021        0.000459       -0.000009        0.000027               0        0.000012        0.000027
S29(-1)                            0               0        7.563309       17.548926        6.990829        3.891884        3.487648       21.009192      -28.393666      974.032865       -0.556766        7.563335               0               0        0.255284        0.463585        0.031261        0.154466        0.234619        6.165094       -0.208301        9.740329       -0.005568        0.163382        0.289586
ap30(-1)                           0               0        0.000565        0.001042        0.000546        0.000378        0.000328        0.001569       -0.001156        0.002532       -0.000042        0.000565               0               0        0.000019        0.000028        0.000002        0.000015        0.000022        0.000460       -0.000008        0.000025               0        0.000012        0.000028
S30(-1)                            0               0        8.726828       19.702662        8.115668        4.663894        4.157817       24.241189      -30.795798      979.332714       -0.642417        8.726858               0               0        0.294556        0.520479        0.036291        0.185107        0.279702        7.113515       -0.225924        9.793327       -0.006424        0.188517        0.347632
ap31(-1)                           0               0        0.000564        0.001031        0.000547        0.000388        0.000337        0.001566       -0.001119        0.002382       -0.000041        0.000564               0               0        0.000019        0.000027        0.000002        0.000015        0.000023        0.000459       -0.000008        0.000024               0        0.000012        0.000029
S31(-1)                            0               0       10.018726       22.070624        9.368546        5.547754        4.924254       27.829795      -33.378673      984.872139       -0.737519       10.018761               0               0        0.338161        0.583033        0.041894        0.220187        0.331261        8.166582       -0.244872        9.848721       -0.007375        0.216424        0.414468
ap32(-1)                           0               0        0.000560        0.001016        0.000545       -0.064669        0.000343        0.001556       -0.001082        0.002237       -0.000041        0.000560               0               0        0.000019        0.000027        0.000002       -0.002567        0.000023        0.000457       -0.000008        0.000022               0        0.000012        0.000030
ap33(-1)                           0               0        0.000554        0.000998        0.000540        0.004480        0.000348        0.001539       -0.001044        0.002096       -0.000041        0.000554               0               0        0.000019        0.000026        0.000002        0.000178        0.000023        0.000452       -0.000008        0.000021               0        0.000012        0.000031
ap34(-1)                           0               0        0.000545        0.000976        0.000533        0.001050        0.000350        0.001515       -0.001006        0.001959       -0.000040        0.000545               0               0        0.000018        0.000026        0.000002        0.000042        0.000024        0.000444       -0.000007        0.000020               0        0.000012        0.000031
ap35(-1)                           0               0        0.000534        0.000951        0.000523        0.001016        0.000349        0.001483       -0.000967        0.001826       -0.000039        0.000534               0               0        0.000018        0.000025        0.000002        0.000040        0.000023        0.000435       -0.000007        0.000018               0        0.000012        0.000031
ap36(-1)                           0               0        0.000520        0.000922        0.000510        0.000982        0.000346        0.001445       -0.000926        0.001696       -0.000038        0.000520               0               0        0.000018        0.000024        0.000002        0.000039        0.000023        0.000424       -0.000007        0.000017               0        0.000011        0.000031
ap37(-1)                           0               0        0.000504        0.000890        0.000495        0.000946        0.000341        0.001401       -0.000884        0.001571       -0.000037        0.000504               0               0        0.000017        0.000024        0.000002        0.000038        0.000023        0.000411       -0.000006        0.000016               0        0.000011        0.000031
ap38(-1)                           0               0        0.000486        0.000855        0.000478        0.000906        0.000334        0.001351       -0.000841        0.001449       -0.000036        0.000486               0               0        0.000016        0.000023        0.000002        0.000036        0.000022        0.000396       -0.000006        0.000014               0        0.000011        0.000030
ap39(-1)                           0               0        0.000466        0.000817        0.000459        0.000864        0.000324        0.001296       -0.000797        0.001333       -0.000034        0.000466               0               0        0.000016        0.000022        0.000002        0.000034        0.000022        0.000380       -0.000006        0.000013               0        0.000010        0.000029
ap40(-1)                           0               0        0.000445        0.000777        0.000438        0.000820        0.000313        0.001236       -0.000752        0.001221       -0.000033        0.000445               0               0        0.000015        0.000021        0.000002        0.000033        0.000021        0.000363       -0.000006        0.000012               0        0.000010        0.000028
ap41(-1)                           0               0        0.000422        0.000736        0.000416        0.000775        0.000301        0.001173       -0.000706        0.001115       -0.000031        0.000422               0               0        0.000014        0.000019        0.000002        0.000031        0.000020        0.000344       -0.000005        0.000011               0        0.000009        0.000027
ap42(-1)                           0               0        0.000399        0.000693        0.000394        0.000729        0.000287        0.001108       -0.000661        0.001015       -0.000029        0.000399               0               0        0.000013        0.000018        0.000002        0.000029        0.000019        0.000325       -0.000005        0.000010               0        0.000009        0.000026
ap43(-1)                           0               0        0.000375        0.000650        0.000370        0.000683        0.000272        0.001041       -0.000617        0.000920       -0.000028        0.000375               0               0        0.000013        0.000017        0.000002        0.000027        0.000018        0.000306       -0.000005        0.000009               0        0.000008        0.000025
ap44(-1)                           0               0        0.000351        0.000607        0.000347        0.000637        0.000257        0.000975       -0.000573        0.000833       -0.000026        0.000351               0               0        0.000012        0.000016        0.000002        0.000025        0.000017        0.000286       -0.000004        0.000008               0        0.000008        0.000023
ap45(-1)                           0               0        0.000327        0.000565        0.000323        0.000592        0.000241        0.000909       -0.000530        0.000751       -0.000024        0.000327               0               0        0.000011        0.000015        0.000001        0.000023        0.000016        0.000267       -0.000004        0.000008               0        0.000007        0.000022
ap46(-1)                           0               0        0.000304        0.000524        0.000301        0.000548        0.000226        0.000844       -0.000490        0.000676       -0.000022        0.000304               0               0        0.000010        0.000014        0.000001        0.000022        0.000015        0.000248       -0.000004        0.000007               0        0.000007        0.000021
ap47(-1)                           0               0        0.000281        0.000485        0.000278        0.000506        0.000210        0.000781       -0.000451        0.000607       -0.000021        0.000281               0               0        0.000009        0.000013        0.000001        0.000020        0.000014        0.000229       -0.000003        0.000006               0        0.000006        0.000019
ap48(-1)                           0               0        0.000259        0.000446        0.000257        0.000466        0.000195        0.000721       -0.000414        0.000544       -0.000019        0.000259               0               0        0.000009        0.000012        0.000001        0.000019        0.000013        0.000211       -0.000003        0.000005               0        0.000006        0.000018
ap49(-1)                           0               0        0.000238        0.000410        0.000236        0.000428        0.000180        0.000662       -0.000379        0.000486       -0.000018        0.000238               0               0        0.000008        0.000011        0.000001        0.000017        0.000012        0.000194       -0.000003        0.000005               0        0.000005        0.000016
